comparison,time_scale,data_source,log_like,iteration
gen_annual_bio_annual,annual,simulation,-40352.9819898179,52
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13413.8041555024,52
gen_monsoonal_bio_total,monsoonal,simulation,-30844.0448813441,52
gen_total_bio_total,total_years,simulation_subsample,-14588.0923068565,52
gen_annual_bio_annual,annual,simulation_subsample,-8031.04435241657,52
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1730.91537579731,52
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9761.75359491197,52
gen_total_bio_total,total_years,simulation,-45548.6887267198,53
gen_annual_bio_annual,annual,simulation,-39599.226114136,53
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12859.9254076632,53
gen_monsoonal_bio_total,monsoonal,simulation,-29325.6296081934,53
gen_total_bio_total,total_years,simulation_subsample,-13657.374097294,53
gen_annual_bio_annual,annual,simulation_subsample,-7107.84030521977,53
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2200.98646803925,53
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8992.69393514785,53
gen_total_bio_total,total_years,simulation,-44062.4257717547,54
gen_annual_bio_annual,annual,simulation,-38209.0927059878,54
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12846.4967289445,54
gen_monsoonal_bio_total,monsoonal,simulation,-29293.5565728656,54
gen_total_bio_total,total_years,simulation_subsample,-13692.3753473597,54
gen_annual_bio_annual,annual,simulation_subsample,-5354.82259654583,54
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1714.44959705079,54
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9370.22286831177,54
gen_total_bio_total,total_years,simulation,-47249.5567109421,55
gen_annual_bio_annual,annual,simulation,-39948.5751484685,55
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14033.4179118444,55
gen_monsoonal_bio_total,monsoonal,simulation,-31313.6642952556,55
gen_total_bio_total,total_years,simulation_subsample,-11930.9135397862,55
gen_annual_bio_annual,annual,simulation_subsample,-4879.99595235006,55
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1975.74494679816,55
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7752.69392122469,55
gen_total_bio_total,total_years,simulation,-51074.6555806948,56
gen_annual_bio_annual,annual,simulation,-42399.0610764382,56
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-15058.8335410014,56
gen_monsoonal_bio_total,monsoonal,simulation,-35844.8546385969,56
gen_total_bio_total,total_years,simulation_subsample,-9629.35370057636,56
gen_annual_bio_annual,annual,simulation_subsample,-6111.59859343755,56
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1367.91896881429,56
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6773.6621690504,56
gen_total_bio_total,total_years,simulation,-46367.3995027883,57
gen_annual_bio_annual,annual,simulation,-43516.5463183267,57
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-15566.1248563904,57
gen_monsoonal_bio_total,monsoonal,simulation,-33859.791131845,57
gen_total_bio_total,total_years,simulation_subsample,-13023.4720214274,57
gen_annual_bio_annual,annual,simulation_subsample,-6526.16672150823,57
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2317.14107637518,57
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9489.51562968674,57
gen_total_bio_total,total_years,simulation,-52172.930804754,58
gen_annual_bio_annual,annual,simulation,-41756.6885238656,58
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-15318.3460015032,58
gen_monsoonal_bio_total,monsoonal,simulation,-36745.3344132497,58
gen_total_bio_total,total_years,simulation_subsample,-11396.2814551259,58
gen_annual_bio_annual,annual,simulation_subsample,-6256.31429589081,58
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1635.17022861188,58
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7993.56166499637,58
gen_total_bio_total,total_years,simulation,-49282.0941982485,59
gen_annual_bio_annual,annual,simulation,-42726.2011050523,59
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12055.7909238015,59
gen_monsoonal_bio_total,monsoonal,simulation,-29393.8881966181,59
gen_total_bio_total,total_years,simulation_subsample,-13389.8430350059,59
gen_annual_bio_annual,annual,simulation_subsample,-6078.99917905552,59
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1663.79142660165,59
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8102.47616476628,59
gen_total_bio_total,total_years,simulation,-42759.1019024844,60
gen_annual_bio_annual,annual,simulation,-42562.0602920894,60
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12676.3727088438,60
gen_monsoonal_bio_total,monsoonal,simulation,-29161.8852705599,60
gen_total_bio_total,total_years,simulation_subsample,-12345.0919859979,60
gen_annual_bio_annual,annual,simulation_subsample,-6715.77204105419,60
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1876.32803615426,60
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8597.00702683775,60
gen_total_bio_total,total_years,simulation,-44993.9210248525,61
gen_annual_bio_annual,annual,simulation,-41251.4795628883,61
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12752.6451261426,61
gen_monsoonal_bio_total,monsoonal,simulation,-28440.4678358791,61
gen_total_bio_total,total_years,simulation_subsample,-15352.2984158121,61
gen_annual_bio_annual,annual,simulation_subsample,-7875.53809666383,61
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1673.65618001001,61
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9625.699548052,61
gen_total_bio_total,total_years,simulation,-43018.2769654401,62
gen_annual_bio_annual,annual,simulation,-42383.9265898542,62
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12573.1989907972,62
gen_monsoonal_bio_total,monsoonal,simulation,-28591.3667979643,62
gen_total_bio_total,total_years,simulation_subsample,-12358.8242836954,62
gen_annual_bio_annual,annual,simulation_subsample,-5399.9808865162,62
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1584.48712094654,62
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7924.06372559405,62
gen_total_bio_total,total_years,simulation,-52185.2574984942,63
gen_annual_bio_annual,annual,simulation,-41261.0737792526,63
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14142.8057056176,63
gen_monsoonal_bio_total,monsoonal,simulation,-34193.9555194561,63
gen_total_bio_total,total_years,simulation_subsample,-13749.113498625,63
gen_annual_bio_annual,annual,simulation_subsample,-6428.38844511447,63
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1469.58609176396,63
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8682.25315270129,63
gen_total_bio_total,total_years,simulation,-52127.4633318994,64
gen_annual_bio_annual,annual,simulation,-43992.6053279814,64
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14027.1384970906,64
gen_monsoonal_bio_total,monsoonal,simulation,-34543.7258417429,64
gen_total_bio_total,total_years,simulation_subsample,-13294.1211475788,64
gen_annual_bio_annual,annual,simulation_subsample,-5971.51912266121,64
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1695.5284547459,64
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9075.28062355094,64
gen_total_bio_total,total_years,simulation,-49863.2537078288,65
gen_annual_bio_annual,annual,simulation,-43819.2473612634,65
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14827.6008810363,65
gen_monsoonal_bio_total,monsoonal,simulation,-33283.540571826,65
gen_total_bio_total,total_years,simulation_subsample,-10773.6504878574,65
gen_annual_bio_annual,annual,simulation_subsample,-5561.62267821594,65
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1485.83374527191,65
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7159.26915006906,65
gen_total_bio_total,total_years,simulation,-47633.945844498,66
gen_annual_bio_annual,annual,simulation,-41641.3526639927,66
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12013.6649489331,66
gen_monsoonal_bio_total,monsoonal,simulation,-31149.5758914809,66
gen_total_bio_total,total_years,simulation_subsample,-13898.6808085494,66
gen_annual_bio_annual,annual,simulation_subsample,-4905.88352060343,66
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1663.94921753733,66
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9048.88428665466,66
gen_total_bio_total,total_years,simulation,-50334.7106750612,67
gen_annual_bio_annual,annual,simulation,-41389.4737264666,67
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12648.4772910401,67
gen_monsoonal_bio_total,monsoonal,simulation,-33404.4631292208,67
gen_total_bio_total,total_years,simulation_subsample,-11199.4857417562,67
gen_annual_bio_annual,annual,simulation_subsample,-4615.01062527166,67
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2047.40119959773,67
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7806.80863709653,67
gen_total_bio_total,total_years,simulation,-46992.9412764966,68
gen_annual_bio_annual,annual,simulation,-40444.1353604734,68
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14035.580783063,68
gen_monsoonal_bio_total,monsoonal,simulation,-31585.8021365289,68
gen_total_bio_total,total_years,simulation_subsample,-14604.3832944202,68
gen_annual_bio_annual,annual,simulation_subsample,-6615.42296136806,68
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2047.07659666749,68
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9670.76643458705,68
gen_total_bio_total,total_years,simulation,-47930.8234299018,69
gen_annual_bio_annual,annual,simulation,-40773.0465012853,69
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14292.2791237641,69
gen_monsoonal_bio_total,monsoonal,simulation,-33695.1906013323,69
gen_total_bio_total,total_years,simulation_subsample,-12627.6240716532,69
gen_annual_bio_annual,annual,simulation_subsample,-5551.04220995803,69
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2090.06913551115,69
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8868.35269720255,69
gen_total_bio_total,total_years,simulation,-44809.1827370885,70
gen_annual_bio_annual,annual,simulation,-38869.4851537481,70
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13683.7631841493,70
gen_monsoonal_bio_total,monsoonal,simulation,-29531.9266410872,70
gen_total_bio_total,total_years,simulation_subsample,-13220.5247802679,70
gen_annual_bio_annual,annual,simulation_subsample,-5648.16732964328,70
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1447.81613040418,70
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8726.69250862803,70
gen_total_bio_total,total_years,simulation,-49618.6118228848,71
gen_annual_bio_annual,annual,simulation,-41908.1042262966,71
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14407.6794797978,71
gen_monsoonal_bio_total,monsoonal,simulation,-33616.8649394423,71
gen_total_bio_total,total_years,simulation_subsample,-12393.4402051187,71
gen_annual_bio_annual,annual,simulation_subsample,-5069.43072146273,71
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1369.49143929552,71
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8464.02968831937,71
gen_total_bio_total,total_years,simulation,-51205.9436484487,72
gen_annual_bio_annual,annual,simulation,-40365.9105897881,72
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13697.0347950835,72
gen_monsoonal_bio_total,monsoonal,simulation,-31504.5074414229,72
gen_total_bio_total,total_years,simulation_subsample,-10585.1605051703,72
gen_annual_bio_annual,annual,simulation_subsample,-5419.39652071621,72
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1290.80942185196,72
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6402.84123981676,72
gen_total_bio_total,total_years,simulation,-45524.8238517185,73
gen_annual_bio_annual,annual,simulation,-41157.7919969714,73
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-11933.0620036998,73
gen_monsoonal_bio_total,monsoonal,simulation,-29815.5943830279,73
gen_total_bio_total,total_years,simulation_subsample,-15470.7326305643,73
gen_annual_bio_annual,annual,simulation_subsample,-8700.32856377002,73
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1728.7086711798,73
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-10070.2547640698,73
gen_total_bio_total,total_years,simulation,-47901.9781485698,74
gen_annual_bio_annual,annual,simulation,-38367.6644879826,74
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13430.7929051257,74
gen_monsoonal_bio_total,monsoonal,simulation,-33536.5406089084,74
gen_total_bio_total,total_years,simulation_subsample,-10980.0501282943,74
gen_annual_bio_annual,annual,simulation_subsample,-5638.69478434994,74
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2292.83704577551,74
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8026.06423142877,74
gen_total_bio_total,total_years,simulation,-47623.9965343028,75
gen_annual_bio_annual,annual,simulation,-40485.8544981372,75
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13960.5973733437,75
gen_monsoonal_bio_total,monsoonal,simulation,-30748.3547405384,75
gen_total_bio_total,total_years,simulation_subsample,-13367.3080057256,75
gen_annual_bio_annual,annual,simulation_subsample,-5992.87936939312,75
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1453.80059733754,75
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8231.02865282905,75
gen_total_bio_total,total_years,simulation,-47581.5517292742,76
gen_annual_bio_annual,annual,simulation,-41294.69532725,76
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14044.0434142985,76
gen_monsoonal_bio_total,monsoonal,simulation,-34620.9663406171,76
gen_total_bio_total,total_years,simulation_subsample,-9661.25121774035,76
gen_annual_bio_annual,annual,simulation_subsample,-6493.82410353154,76
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1057.62817161335,76
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6771.82629271729,76
gen_total_bio_total,total_years,simulation,-50067.8433665373,77
gen_annual_bio_annual,annual,simulation,-42056.2098540263,77
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12809.4117155723,77
gen_monsoonal_bio_total,monsoonal,simulation,-33188.2471120625,77
gen_total_bio_total,total_years,simulation_subsample,-12082.8011477285,77
gen_annual_bio_annual,annual,simulation_subsample,-5631.46609889908,77
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1245.97368529729,77
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8384.63955396544,77
gen_total_bio_total,total_years,simulation,-45891.0705831842,78
gen_annual_bio_annual,annual,simulation,-43033.5882061183,78
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12885.7423649285,78
gen_monsoonal_bio_total,monsoonal,simulation,-31277.9172369795,78
gen_total_bio_total,total_years,simulation_subsample,-11199.1644518013,78
gen_annual_bio_annual,annual,simulation_subsample,-5717.22257246982,78
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1516.85075603923,78
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7972.64616955836,78
gen_total_bio_total,total_years,simulation,-44943.7694491353,79
gen_annual_bio_annual,annual,simulation,-42228.6042967278,79
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13204.3264856895,79
gen_monsoonal_bio_total,monsoonal,simulation,-30585.9816398925,79
gen_total_bio_total,total_years,simulation_subsample,-15238.6886455502,79
gen_annual_bio_annual,annual,simulation_subsample,-6355.77595405769,79
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1789.01057978047,79
